GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
8600000US10023,10023,ZCTA5 10023,32755,1181,12348,810,10099,769,20407,1188,6.3,1.4,3.0,1.6,1.0,0.8,8.3,2.1,3.2,1.1,1.0,0.9,0.4,0.6,4.4,1.6,5.8,1.2,4.0,1.7,2.8,1.5,7.0,1.5,4.0,1.2,2.8,1.5,1.9,1.4,4.7,1.6,5.7,1.3,1.9,1.1,0.9,0.7,8.0,2.0,9.4,1.7,5.0,2.2,4.5,2.2,11.9,2.3,9.9,1.8,6.2,2.3,5.7,2.2,12.2,2.4,16.6,2.3,17.3,3.6,16.9,4.0,16.3,2.7,11.6,1.9,10.2,2.5,10.2,2.3,12.2,2.8,27.6,2.5,48.4,4.4,55.7,5.0,15.0,2.5,111478,10254,192054,19551,(X),(X),85692,6994,188600,12631,302507,28260,N,N,118714,8121,25.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.5,(X)
8600000US10024,10024,ZCTA5 10024,28675,978,12764,858,10552,779,15911,978,5.6,1.5,2.7,1.8,0.8,0.6,8.0,2.3,3.2,1.0,1.6,1.3,0.3,0.4,4.5,1.5,5.6,1.4,4.4,2.1,3.4,2.0,6.6,1.8,4.9,1.2,2.7,1.3,1.8,1.0,7.0,2.0,7.0,1.4,3.5,1.5,3.0,1.5,9.5,2.2,11.1,1.4,5.3,1.5,4.6,1.7,16.2,2.6,8.3,1.3,6.5,2.1,6.6,2.5,9.4,1.9,14.5,1.7,13.8,3.3,15.0,3.9,14.8,2.4,10.5,1.7,14.3,3.4,12.8,3.3,7.3,1.4,29.4,2.3,45.2,4.5,51.7,5.1,16.8,2.5,113839,5687,179746,16307,(X),(X),72045,7607,202005,13762,299856,29710,N,N,122395,11256,27.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.6,(X)
8600000US10025,10025,ZCTA5 10025,43456,932,19089,932,13438,872,24367,928,9.9,1.6,6.2,1.8,2.9,1.4,13.1,2.2,5.4,1.0,2.8,1.3,1.4,1.1,7.3,1.6,7.7,1.2,6.0,1.6,3.6,1.4,9.0,1.6,8.3,1.2,7.8,2.3,3.9,1.9,9.3,1.7,6.9,1.3,5.9,1.6,5.1,1.6,7.9,1.8,12.1,1.4,7.5,1.7,5.4,1.7,15.1,2.1,9.7,1.2,7.2,1.8,7.3,2.0,11.9,1.8,13.6,1.5,13.9,2.3,14.4,2.7,13.4,2.0,9.0,1.2,12.3,2.3,15.4,2.9,6.1,1.3,17.3,1.4,30.4,2.8,40.6,3.7,7.0,1.3,74065,4869,127220,10460,164167,16530,54358,4616,124739,6919,183107,14634,N,N,78214,5488,30.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.5,(X)
8600000US10026,10026,ZCTA5 10026,14527,360,7280,385,3176,383,7247,378,15.5,2.0,12.1,3.0,1.1,1.3,19.5,3.1,7.1,1.7,5.1,2.7,4.6,4.4,9.4,2.3,9.9,2.0,8.7,2.9,7.0,3.8,11.2,2.7,8.9,1.7,10.7,3.0,4.4,1.8,7.1,2.0,11.1,1.8,13.5,3.3,5.2,2.7,9.0,2.5,14.8,2.1,13.6,2.9,13.0,4.2,16.3,2.9,7.2,1.5,8.1,2.1,10.9,3.6,6.4,1.9,11.6,1.7,12.4,2.5,21.2,4.7,10.4,2.7,6.3,1.3,6.3,2.2,13.4,4.9,5.6,2.1,7.6,1.5,9.5,2.5,19.2,5.1,5.1,1.7,47264,4441,49761,7010,110104,15627,40701,7938,79815,6041,89637,10186,N,N,66983,6853,35.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),40.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.3,(X)
8600000US10027,10027,ZCTA5 10027,22937,541,11775,587,5157,465,11162,611,19.8,2.3,14.2,2.5,2.2,1.3,26.5,3.3,6.8,1.2,6.2,2.2,1.9,1.7,7.6,1.8,10.2,1.4,9.7,2.2,7.0,2.5,11.3,1.9,8.0,1.3,8.4,2.0,5.7,2.7,7.4,1.9,11.6,1.8,13.9,2.7,8.7,2.8,9.3,2.0,12.7,1.7,12.6,2.4,16.0,3.7,11.8,2.2,9.6,1.5,8.7,1.9,9.8,3.2,10.5,2.0,9.8,1.4,10.6,2.4,16.7,4.5,8.4,1.7,4.8,1.0,5.6,1.4,9.6,2.6,4.3,1.3,6.7,1.1,10.0,1.9,22.4,4.1,3.0,1.1,40782,3120,47987,2847,(X),(X),32648,4440,70034,4255,84498,7382,N,N,53044,4037,36.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),41.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.8,(X)
8600000US10028,10028,ZCTA5 10028,24941,846,10328,764,9315,775,14613,780,2.8,1.0,1.1,0.8,0.6,0.6,4.1,1.4,3.3,1.5,0.3,0.3,0.3,0.3,5.4,2.5,7.1,1.8,3.3,1.6,1.7,1.3,9.8,2.9,2.9,1.0,1.6,1.3,0.7,0.4,3.8,1.4,5.2,1.3,2.6,1.5,2.7,1.5,7.0,1.9,12.2,2.4,4.0,2.1,3.5,2.1,18.0,3.7,10.8,1.9,6.0,2.1,6.0,2.2,14.1,2.9,16.6,2.6,16.0,3.7,15.3,3.9,17.0,3.4,9.5,1.9,8.5,2.5,8.7,2.7,10.2,2.9,29.7,3.1,56.6,5.0,60.5,5.3,10.6,2.6,114939,6716,211654,18315,(X),(X),77996,7133,203678,12612,346193,27519,N,N,102780,7576,27.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.1,(X)
8600000US10029,10029,ZCTA5 10029,30115,590,16452,655,6452,516,13663,721,17.8,1.7,12.6,2.0,3.9,2.0,24.7,2.9,12.0,1.4,8.5,1.9,9.3,3.1,16.4,2.2,13.7,1.7,13.5,2.6,7.4,2.3,13.9,2.0,11.2,1.5,14.5,2.4,12.9,3.2,7.4,1.8,10.7,1.5,14.1,2.0,14.7,3.2,7.5,1.6,12.6,1.6,14.1,2.3,15.1,3.6,10.5,1.9,7.3,1.1,8.1,1.7,10.5,2.9,5.5,1.6,7.2,0.9,7.2,1.4,9.3,2.4,6.9,1.4,2.8,0.6,2.5,0.9,5.1,2.1,3.0,1.1,4.6,0.8,4.9,1.1,11.8,2.6,4.2,1.1,31350,1805,35799,2817,51255,3519,20718,1800,60756,3927,67493,5322,N,N,51479,4765,43.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),48.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.0,(X)
8600000US10030,10030,ZCTA5 10030,11891,437,5579,453,1849,303,6312,479,18.1,2.5,13.1,3.3,1.1,1.4,22.6,4.2,9.5,2.0,6.3,2.4,5.4,4.3,13.0,3.2,13.6,2.2,13.4,3.6,9.0,5.1,15.0,3.0,11.1,2.1,10.4,2.6,8.5,4.7,11.2,3.2,11.0,2.2,14.1,3.5,9.0,4.7,9.0,2.9,15.3,2.5,19.3,4.2,25.0,6.9,11.7,2.7,6.0,1.8,5.8,2.6,6.1,4.9,5.5,2.1,9.6,2.0,11.5,2.9,21.7,7.5,6.6,2.2,2.7,1.1,2.1,1.0,5.2,3.0,3.3,2.0,3.1,1.1,4.1,2.0,8.8,5.0,2.2,1.2,33196,2758,40652,4375,63024,8093,24135,5638,53229,3425,59390,5594,N,N,45419,5224,38.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),45.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.2,(X)
8600000US10031,10031,ZCTA5 10031,21191,557,10655,639,3914,401,10536,556,15.5,1.8,10.2,2.4,3.2,2.5,22.0,3.3,7.7,1.3,6.5,1.9,2.5,2.4,9.5,1.9,10.7,1.9,10.9,2.3,8.0,3.4,10.1,2.4,12.1,1.8,14.4,2.9,16.8,5.5,10.9,2.3,13.3,1.6,15.1,2.7,8.7,3.6,10.9,2.2,15.6,1.8,17.0,2.9,18.8,5.4,13.8,2.4,10.2,1.7,7.1,2.3,6.8,2.6,12.2,2.4,9.1,1.4,11.4,2.3,18.1,4.4,6.8,1.9,3.0,1.0,4.1,1.7,8.6,3.6,1.8,1.0,2.8,0.9,3.4,1.3,8.4,3.5,2.1,1.0,39774,3792,43121,3251,63750,7617,32407,4095,56924,3559,63989,5769,N,N,47226,3436,34.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.4,(X)
8600000US10032,10032,ZCTA5 10032,20243,455,11086,562,4717,434,9157,596,14.3,1.9,9.2,2.4,7.5,3.1,22.4,3.4,8.9,1.7,6.8,2.1,3.8,2.7,12.3,3.0,12.6,1.7,13.8,2.5,11.7,3.6,11.7,2.9,11.5,1.9,11.9,2.8,10.6,3.5,10.9,2.5,12.9,1.9,17.3,2.9,15.1,4.0,10.4,2.6,18.2,2.3,19.2,2.8,16.5,4.1,14.6,2.8,9.7,2.0,10.1,2.3,13.4,3.7,8.1,2.2,7.7,1.6,8.1,2.3,15.2,5.1,5.4,1.6,2.3,0.8,2.2,1.2,3.2,2.0,2.1,1.1,1.8,0.8,1.5,0.8,3.2,1.7,2.1,1.3,37280,2545,40674,3410,51904,8298,28114,2846,52050,3245,55498,4106,70323,7277,43812,3565,39.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),43.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.0,(X)
8600000US10033,10033,ZCTA5 10033,19548,453,11934,525,5822,485,7614,432,10.8,1.7,6.4,1.9,4.1,2.3,19.2,3.5,9.0,1.6,9.4,2.2,5.0,2.6,11.1,2.6,11.9,1.8,12.9,2.4,9.5,3.1,11.6,2.6,10.5,1.9,10.8,2.2,9.3,2.7,9.3,2.9,11.1,1.8,12.8,2.3,10.2,2.8,9.9,2.3,16.0,2.0,17.7,2.6,17.3,3.5,11.4,2.4,9.6,1.8,9.9,2.3,10.0,2.7,9.9,2.7,12.6,1.9,10.0,1.9,17.5,3.4,13.5,3.4,4.2,1.0,4.9,1.4,8.0,2.8,2.6,1.3,4.2,1.1,5.3,1.6,9.1,2.8,1.6,1.0,44933,2793,46979,4209,67969,5709,33954,3210,64437,3219,67622,4230,N,N,52747,4423,41.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),44.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.0,(X)
8600000US10034,10034,ZCTA5 10034,15462,306,9034,498,4390,441,6428,470,10.9,1.8,7.7,2.2,3.1,1.6,16.7,3.4,7.1,1.9,5.7,1.9,1.4,1.0,9.4,3.0,14.8,2.0,18.9,2.9,10.0,3.1,10.8,2.6,11.3,2.0,12.0,2.9,10.4,3.6,8.2,2.6,11.4,2.0,12.5,3.1,17.0,4.9,11.8,3.0,15.0,1.6,12.9,2.3,15.4,3.9,17.6,3.5,13.7,2.0,13.2,2.7,16.8,4.4,11.8,3.0,10.2,1.7,9.9,2.2,14.3,3.2,10.4,2.9,3.4,0.9,4.7,1.4,7.0,2.5,2.2,1.0,2.4,0.8,2.4,1.1,4.5,2.3,1.1,0.6,42581,3518,40889,4538,63374,5113,41597,4482,59635,3211,61530,4567,N,N,52540,4320,36.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),42.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.6,(X)
8600000US10035,10035,ZCTA5 10035,12999,398,6397,467,2195,326,6602,441,22.9,2.7,17.9,3.7,4.7,3.1,29.3,4.3,12.1,2.0,8.1,2.3,4.1,3.3,15.8,3.6,10.7,2.1,11.0,3.0,8.0,4.4,11.3,2.7,10.4,1.8,13.2,3.4,12.7,4.7,8.3,2.1,12.2,2.4,13.8,3.5,14.6,6.2,8.9,2.6,13.2,2.6,13.5,3.0,17.0,5.0,12.3,3.5,6.5,1.4,6.7,2.1,8.6,3.9,6.3,1.8,6.3,1.6,8.3,2.7,10.7,3.7,4.4,1.4,2.9,1.0,4.4,1.7,11.3,4.3,1.3,0.8,2.9,1.1,3.0,1.8,8.3,4.6,2.0,1.2,27424,2708,34705,4135,54179,8885,18343,2525,47759,3599,54044,6151,N,N,39272,4341,35.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.4,(X)
8600000US10036,10036,ZCTA5 10036,15455,617,3001,415,2131,320,12454,634,8.3,1.5,1.8,1.4,0.7,0.8,9.9,1.9,6.0,1.4,1.0,1.4,0.0,1.4,7.2,1.7,6.6,1.5,6.7,4.5,4.0,2.4,7.2,1.8,9.3,2.5,8.5,6.2,3.1,2.7,9.5,2.9,9.6,2.5,6.6,3.2,6.9,3.5,9.8,2.8,9.7,2.1,10.0,4.5,9.5,5.8,9.6,2.4,9.1,2.4,9.7,4.9,9.6,5.9,9.0,2.5,16.2,2.5,15.1,5.3,14.4,7.2,16.7,2.9,7.8,1.6,10.7,3.7,12.1,4.4,6.7,1.8,17.4,2.3,29.9,6.0,39.7,7.4,14.4,2.2,75966,10398,112734,22151,(X),(X),67199,8742,115834,7431,172082,22506,N,N,101819,7331,22.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),22.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.3,(X)
8600000US10037,10037,ZCTA5 10037,9109,351,3739,384,1172,215,5370,386,13.1,2.5,11.0,4.3,2.9,2.8,15.5,3.8,11.2,2.8,8.0,4.0,1.0,1.7,13.5,3.7,14.8,2.7,16.7,5.3,6.9,5.1,13.3,3.1,10.5,2.2,15.1,4.5,11.9,7.3,7.7,2.6,10.4,2.4,9.0,3.7,7.1,6.3,11.4,3.3,18.0,3.1,18.1,4.7,22.3,7.6,18.6,4.2,11.9,2.3,10.7,3.9,18.9,8.6,12.7,3.6,5.5,1.5,4.4,2.0,9.5,5.3,4.6,2.0,2.3,1.4,1.9,1.9,2.9,3.3,2.5,1.8,2.2,1.1,5.2,2.7,16.6,8.4,0.2,0.3,35491,5225,33982,7141,71422,14143,34938,6616,50691,4253,57341,8776,N,N,44453,3952,29.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.9,(X)
8600000US10038,10038,ZCTA5 10038,9780,399,4200,373,2900,337,5580,413,11.9,2.4,6.5,3.3,6.5,4.1,16.0,3.3,6.0,1.6,5.4,1.8,5.7,2.4,6.5,2.3,9.4,2.4,11.3,4.4,5.7,2.7,8.3,2.6,5.2,1.4,7.2,2.3,7.3,2.9,3.4,2.0,6.6,1.8,7.0,2.8,6.5,3.0,6.3,2.5,10.1,2.4,11.0,4.5,6.7,4.0,9.7,3.3,10.4,2.3,11.5,4.1,12.5,5.1,9.5,2.6,15.1,3.1,15.7,4.6,18.7,5.9,14.2,4.1,8.8,2.1,8.9,3.1,10.8,4.2,8.7,2.9,16.6,2.7,15.6,3.8,19.6,4.6,17.3,3.9,76379,8254,79323,16789,(X),(X),74414,14168,122181,14075,119710,18690,N,N,123631,22089,31.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.1,(X)
8600000US10039,10039,ZCTA5 10039,10631,351,5833,377,1755,287,4798,419,16.2,3.1,11.0,4.2,1.7,2.1,22.9,5.3,8.9,2.5,7.6,3.5,0.3,0.8,11.1,3.4,12.6,2.6,14.6,3.8,14.2,6.0,9.7,3.4,13.6,2.8,13.8,3.7,12.8,6.3,13.2,3.9,14.2,2.8,16.8,3.9,9.9,5.7,12.2,3.6,16.4,2.7,18.8,4.4,25.7,8.9,13.7,3.2,8.0,2.1,7.4,2.8,11.2,6.4,7.9,2.9,5.9,1.5,6.6,2.4,14.4,6.2,4.6,2.1,1.8,0.7,1.8,1.0,4.3,2.9,1.8,1.2,2.4,0.7,1.7,0.8,5.5,2.7,3.0,1.3,33558,3534,37089,4619,64792,12690,30473,4132,52332,6045,48885,3310,N,N,55261,12799,38.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),41.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.0,(X)
8600000US10040,10040,ZCTA5 10040,16002,363,8690,531,4608,484,7312,487,11.3,2.1,6.3,2.1,3.1,2.1,17.7,3.7,5.1,1.3,3.8,1.5,1.5,1.0,7.5,2.1,12.2,1.8,14.5,2.7,6.8,2.4,11.3,2.4,10.7,2.0,12.6,3.3,10.9,3.9,7.6,1.9,14.9,2.6,16.1,3.3,15.6,4.9,13.5,3.0,18.1,2.5,17.8,3.8,19.5,5.3,19.6,3.6,12.7,2.3,12.2,2.9,17.4,4.9,11.8,3.2,8.8,1.6,9.0,2.3,11.5,3.5,7.2,2.1,3.1,0.8,4.1,1.2,6.9,2.3,1.5,0.8,3.0,0.9,3.6,1.2,6.7,2.3,2.3,1.3,46200,2894,47108,4228,63133,7873,42000,5850,59397,2654,64262,3998,N,N,50784,3883,40.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),46.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.5,(X)
8600000US10044,10044,ZCTA5 10044,4622,294,2426,344,1627,288,2196,358,6.9,2.8,3.9,3.4,1.2,1.9,10.1,5.4,3.2,2.7,1.1,1.4,1.3,2.0,5.6,5.5,3.6,2.2,4.7,3.6,0.0,1.8,2.5,2.4,5.6,4.2,1.9,2.2,1.4,2.3,9.6,8.4,4.1,2.4,4.0,3.1,4.6,4.4,4.3,3.5,17.5,5.9,13.6,8.5,6.2,5.0,21.8,8.2,11.8,4.5,13.6,8.0,10.4,7.9,9.8,5.4,21.9,5.4,23.5,7.1,29.1,9.9,20.0,8.5,8.9,4.4,15.8,7.7,21.1,10.7,1.4,1.3,16.5,4.3,17.9,5.5,24.6,7.5,14.9,7.5,91383,15666,119329,23549,(X),(X),68523,15946,116875,11584,140187,16939,N,N,91122,17935,25.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.4,(X)
8600000US10065,10065,ZCTA5 10065,16742,650,6552,597,5703,559,10190,764,5.1,1.4,1.0,1.2,0.0,0.5,7.8,2.2,1.0,0.5,0.1,0.2,0.2,0.3,1.6,0.8,4.3,1.3,1.1,1.1,0.3,0.4,6.3,2.0,4.3,1.2,2.3,1.4,0.8,0.8,5.5,1.8,7.2,2.0,3.7,1.8,3.7,1.9,9.4,2.9,13.3,2.2,4.9,2.1,4.9,2.2,18.8,3.4,9.3,1.8,4.5,1.9,3.0,1.5,12.4,2.9,14.6,2.6,17.4,3.9,16.8,3.7,12.8,3.2,10.0,1.7,11.8,3.3,12.3,3.5,8.8,2.1,30.9,3.5,53.4,5.9,58.0,5.9,16.5,3.0,112869,11047,205840,17629,(X),(X),75956,6958,205447,19510,333274,39149,N,N,123166,12485,28.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.0,(X)
8600000US10069,10069,ZCTA5 10069,2850,487,1336,352,1118,295,1514,375,5.1,3.1,1.1,1.9,0.0,2.6,8.7,5.8,0.9,1.5,0.0,2.2,0.0,2.6,1.7,2.9,4.1,3.3,0.0,2.2,0.0,2.6,7.7,6.3,2.6,2.6,1.5,2.8,1.8,3.3,3.6,4.0,4.7,4.1,0.0,2.2,0.0,2.6,8.8,7.5,4.3,5.0,7.3,9.7,1.3,2.1,1.7,2.7,8.6,6.7,0.0,2.2,0.0,2.6,16.2,12.6,11.1,5.6,14.4,9.6,12.7,9.0,8.3,6.5,19.0,8.9,15.0,10.7,14.2,11.1,22.5,13.2,39.6,9.6,60.7,13.6,70.0,14.6,20.9,9.6,163750,25568,236287,31026,(X),(X),101806,76253,231265,39696,317091,68827,N,N,155529,45501,15.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),7.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.7,(X)
8600000US10075,10075,ZCTA5 10075,14145,903,5825,750,5142,722,8320,887,4.3,1.5,1.8,1.4,1.6,1.4,6.0,2.7,2.1,1.3,0.2,0.4,0.0,0.6,3.5,2.1,5.9,3.2,4.5,4.7,3.8,5.1,7.6,4.3,4.1,1.8,1.1,1.1,1.2,1.3,6.2,2.8,4.6,2.1,1.2,1.5,1.3,1.7,7.1,3.1,12.2,3.2,7.1,3.6,5.2,3.5,15.7,4.7,12.7,3.5,8.9,4.7,6.5,3.9,15.3,4.7,14.9,3.8,16.4,5.3,16.9,5.7,13.8,5.3,8.0,2.9,9.2,4.2,9.9,4.8,6.3,3.5,31.3,4.5,49.5,7.9,53.5,8.2,18.5,5.5,111691,14719,188401,86157,(X),(X),80350,12659,205405,21321,310691,44482,N,N,130158,19400,27.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.1,(X)
8600000US10103,10103,ZCTA5 10103,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10110,10110,ZCTA5 10110,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10111,10111,ZCTA5 10111,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10112,10112,ZCTA5 10112,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10115,10115,ZCTA5 10115,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10119,10119,ZCTA5 10119,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
